"FirstName","LastName","MemberNumber","CarNumber","Car","Class","Best","Best Indexed","ClassRank","IndexRank","OverallRank","Rookie","Run 1","Run 1 Pen","Run 2","Run 2 Pen","Run 3","Run 3 Pen","Run 4","Run 4 Pen","Run 5","Run 5 Pen","Run 6","Run 6 Pen"
"Jason","Hobbs","","199","1999 Novakar J9","P-FM","44.721","40.874","5","10","1","","46.541","","45.468","","137.61","RERUN","44.721","","44.919","","50.698","DNF"
"Robin","Newborg","","170","2022 Volkswagen Golf GTI","P-GS","50.581","40.161","2","2","16","","51.674","","50.88","","50.581","","51.537","","50.877",""
"John","Moravec","","89","2013 Scion FR-S","P-STX","50.761","41.471","9","15","17","","51.4","1","51.622","","52.46","1","235.137","RERUN","50.761","","51.179",""
"Nathan","Witt","","487","1992 Mazda Miata","P-STS","50.987","41.503","10","16","18","","52.014","","51.031","","51.368","2","51.707","","50.987",""
"Michael","Waich","","527","1989 Honda Civic Si","P-STS","51.000","41.513","11","17","19","","51.871","1","51.552","","51.083","","51","","63.981",""
"Nicholas","Bedell","","62","2013 Scion Frs","P-SSC","51.075","41.217","8","14","20","","52.556","","51.075","","51.841","","51.637","1","51.605","1"
"Kevin","Berndt","","176","2001 Chevrolet ","P-CAMS","51.336","43.378","17","46","21","","57.928","","53.401","","94.65","RERUN","52.32","","52.019","","51.336",""
"Gavyn","Gill","","440","2019 Mazda Miata","STR","51.340","42.663","1","40","22","","54.276","","58.164","","54.18","1","52.166","1","51.34",""
"Chase","Malkow","","358","2005 Nissan 350z","STU","51.395","42.657","1","39","23","","53.961","","52.652","","52.712","","52.942","","51.395",""
"Alan","Millard","","40","2003 Toyota MR-2 Spyder","P-ES","51.514","40.799","4","9","24","","54.462","","55.073","1","52.251","1","51.887","1","51.514",""
"Dave","Farrell","","20","2006 Lotus Elise","Z-AS","51.521","42.401","13","33","25","","54.539","","52.555","","51.994","","52.474","","51.521",""
"Ryan","Thompson","","70","2022 Volkswagen GTI","P-GS","51.547","40.928","6","11","26","","53.218","","51.547","","51.963","1","51.836","1","51.957","1"
"Blake","Wilson","","789","2020 Mazda MX-5","CS","51.708","41.935","1","24","27","","56.165","","52.642","","52.41","","51.708","","52.12","1"
"Derek","Kiefer","","69","1969 Chevrolet Chevelle","P-CAMT","51.726","42.363","14","32","28","","55.581","","53.753","","52.908","1","53.928","","51.726",""
"Chris","Lottes","","713","2022 Mazda MX-5 Club","CS","51.732","41.954","2","25","29","","52.235","1","55.335","1","53.232","1","53.818","","51.732",""
"Jesse","Sybesma","","404","2000 Toyota MR2 - Spyder","XB","51.774","43.904","1","53","30","","66.75","","52.637","","51.774","","53.915","","51.115","1"
"Quincy","Tambo","","792","2014 Porsche Cayman S","AS","51.830","42.656","1","38","31","","52.888","","53.21","","51.619","DNF","51.83","","52.055",""
"Patrick","Malzahn","","745","2017 Honda Civic Type-R","Z-DS","51.855","41.898","9","23","32","","54.032","","51.877","","51.855","","52.528","","51.106","1"
"Jess","Meyer","","28","1980 Porsche 911","V","51.857","51.857","1","95","33","","54.279","","52.458","1","52.737","1","53.283","","51.857",""
"Alexey","Savin","","747","2005 Honda S2000","X","51.986","51.986","1","96","34","","51.902","1","50.51","2","63.831","OFF","50.204","3","49.986","1"
"Blake","Doblinger","","621","1995 Mazda Miata","XB","51.991","44.088","2","55","35","","73.435","RERUN","54.739","1","52.944","","52.946","","52.424","1","51.991",""
"Peter","Hsu","","45","2019 Honda Type R","Z-DS","52.005","42.020","10","26","36","","53.714","","53.302","","52.515","","52.005","","52.427","1"
"Alan","Yau","","770","2023 Toyota GRanola","Z-DS","52.100","42.096","11","28","37","","53.894","3","52.909","","52.165","","51.606","2","52.1",""
"Dwight","Anderson","","843","2019 Ford Fiesta ST","Z-HS","52.109","40.957","5","12","38","","54.096","","54.422","1","52.917","","52.613","","41.448","RERUN","52.109",""
"Shong","Vang","","744","2000 Honda S2000","XA","52.112","43.878","4","50","39","","57.866","","53.534","","53.626","","52.112","","56.372","DNF"
"Daniel","Personius","","500"," BMW 318ti","XA","52.129","43.892","5","52","40","","55.178","1","52.537","1","52.129","","53.304","","52.459","1"
"Steve","Garnjobst","","75","2016 Volkswagen GTI","P-STS","52.173","42.468","15","34","41","","54.172","","52.173","","54.754","","54.461","","53.222",""
"Tim","Malzahn","","475","2017 Honda Civic Type-R","Z-DS","52.296","42.255","12","31","42","","53.397","","62.954","RERUN","52.803","","53.236","1","52.296","","52.304",""
"Jon","Stef","","805","2011 Subaru WRX","STH","52.329","42.491","1","35","43","","55.307","","52.769","1","52.329","","52.342","2","52.444","1"
"Steve","Meschke","","17"," Porsche Cayman","Z-BS","52.353","42.824","14","41","44","","53.575","1","52.607","","52.353","","53.299","","52.432",""
"Randy","Williams","","97","2017 Mazda RF Club","CS","52.428","42.519","3","36","45","","54.683","","53.474","","54.582","","53.222","","52.428",""
"Peter","Nolden","","726","2020 Mazda MX-5 Club","CS","52.466","42.549","4","37","46","","54.431","","52.888","","52.856","","52.981","","34.97","RERUN 1","52.466",""
"Brandon","Cottrell","","403","2021 Toyota Supra","XA","52.510","44.213","6","58","47","","53.388","","53.106","1","53.19","","52.968","","69.451","RERUN","52.51",""
"Lucas","Reller","","71","1999 Mazda Miata","Z-ES","52.671","41.715","7","20","48","","55.218","2","54.736","","53.572","","52.702","","52.671",""
"Rick","Sellner","","376","2016 Chevrolet corvette z07","C1-SS","52.682","43.884","2","51","49","","61.197","","52.655","2","53.56","1","53.605","","52.682",""
"Brent","Lucio","","537","1996 Mazda Miata","Z-ES","52.826","41.838","8","22","50","","55.831","","54.076","","53.441","","52.826","","52.567","1"
"Will","Schafer","","24","2019 Fiat 124 Spider Abarth","CS","52.833","42.847","5","42","51","","56.075","DNF","55.103","1","54.468","","55.345","","52.833",""
"Sean","Wilke","","556","2005 Subaru Forester","XA","52.859","44.507","7","63","52","","54.115","","52.898","","52.859","","52.389","2","51.843","3"
"Max","Currie","","788","1980 Porsche 911sc","V","52.898","52.898","2","97","53","","57.193","","55.335","","54.763","","55.161","","52.898",""
"Thomas","Braun","","159","2004 Mazda Mazdaspeed Miata","STU","52.973","43.967","2","54","54","","55.799","","54.595","","54.56","","55.753","","52.973",""
"Zak","Zodrow","","677","1985 Toyota MR2","XB","52.991","44.936","3","66","55","","56.698","","56.23","","54.738","","55.05","","52.991",""
"Jake","Rogers","","990","1990 Mazda Mx-5 Miata","P-STS","53.184","43.291","16","44","56","","52.646","1","51.184","1","64.864","RERUN 1","50.382","3","51.378","2","53.852",""
"Ian","Schmitz","","497","2012 Mazda Mazdaspeed 3","STH","53.212","43.208","2","43","57","","53.158","1","53.955","1","53.43","","53.212","","52.925","1"
"Danny","Hagford","701","77","2000 Mazda Miata","STR","53.230","44.234","2","59","58","","55.47","1","51.265","RERUN","53.23","","53.287","","53.587","","53.389","1"
"Chris","Medower","","117"," Mazda Miata","Z-STS","53.253","43.347","15","45","59","","57.737","2","61.314","1","55.659","","53.253","","53.378",""
"Dylan","Braun","","519","1995 Mazda Miata","STR","53.323","44.311","3","60","60","","56.853","","55.054","","53.915","","53.323","","53.836",""
"Ron","Schwanz","","48","1990 Mazda Miata","Z-STS","53.368","43.441","17","48","61","","54.035","","54.599","1","54.369","","53.368","","52.015","1"
"Justin","Armstrong","","312","2008 Chevrolet Corvette ZO6","AS","53.654","44.157","2","57","62","","57.141","1","53.654","","53.851","","54.537","","53.985","1"
"Randy","Cameron","","738","2012 Ford Mustang Boss 302","CAMC","53.773","44.470","1","62","63","","57.064","","53.869","","53.864","","53.773","","52.756","2"
"Gopihath","Ramchand","","344","2002 Honda S2000","STR","54.247","45.079","4","69","64","","58.145","","55.016","","54.247","","56.673","1","55.001",""
"Claudio","Pietrobelli","","174","1993 Mazda Miata","XB","54.425","46.152","4","78","65","","61.233","","57.339","","55.578","","56.209","","54.425",""
"Philip","Ethier","","7","2011 Porsche Cayman 2.9","Z-BS","54.582","44.648","3","64","66","","59.667","1","57.573","","54.792","2","56.338","","54.582",""
"Darren","Hagford","","071","2000 Mazda Miata","STR","54.588","45.362","5","72","67","","59.122","","57.443","","56.779","1","55.706","","54.588",""
"Andrew","Dehmer","","186","2017 Subaru BRZ Limited","Z-DS","54.599","44.115","19","56","68","","58.764","","56.411","","55.522","","55.974","","54.599",""
"Harold","Kachelmyer","","948","1984 Porsche 944","XA","54.620","45.990","8","77","69","","54.62","","55.214","1","53.324","2","53.867","1","54.127","1"
"Tanya","Miller","","179","2016 Volkswagen GTI","STH","54.751","44.457","3","61","70","","57.644","","55.643","","54.751","","56.77","","55.168",""
"Giuseppe","Pellizzer","","81","1999 Mazda 10AE Miata","Z-ES","54.797","43.399","16","47","71","","57.659","","57.16","","56.132","","55.46","","54.797",""
"Tanner","Gruba","","817","2018 Volkswagen Golf GTI","Z-GS","54.985","43.658","18","49","72","","58.562","","56.445","","55.897","","55.562","","54.985",""
"Jacob","Witt","","987","1992 Mazda Miata","P-STS","55.286","45.002","18","67","73","","53.727","1","53.413","1","73.259","OFF","53.781","1","51.286","2"
"Jashua","Rodriguez","","840","1990 Mazda Miata","P-STS","55.306","45.019","19","68","74","","62.203","OFF","56.469","","56.987","","56.938","2","55.306",""
"Tyler","Horn","","244","2002 Chevrolet Corvette Z06","AS","55.334","45.539","3","73","75","","61.061","1","57.713","1","57.105","","57.106","1","55.334",""
"John","Harlow","","977","2023 Toyota gr86 10th Anniversary","Z-DS","55.342","44.716","20","65","76","","55.342","","57.325","","76.593","RERUN","55.749","","57.424","","57.49",""
"Josh","Howard","","610","2015 Ford Mustang","CAMC","55.345","45.770","2","75","77","","60.882","","57.175","","56.977","","56.135","","55.345",""
"Kim","John  Crumb","","282","2021 Porsche Cayman GTS","C1-SSR","55.543","46.989","6","82","78","true","58.358","","56.952","","56.438","","55.992","","55.543",""
"Peyton","Allie","","704","2012 Volkswagen Golf 2.5L","N","55.880","55.880","1","98","79","","59.599","","58.821","","56.209","","55.915","","55.88",""
"Dan","Truong","","710","1996 BMW 318Ti","XA","55.886","47.056","9","83","80","","58.862","","73.932","OFF","58.608","","55.886",""
"Curt","Crouse","","29","2003 Mercury Marauder","CAMC","56.143","46.430","3","79","81","","58.9","","56.624","1","57.91","","54.92","2","56.143",""
"Clinton","Peach","","984","1984 Mazda RX7","XB","56.162","47.625","5","85","82","","62.113","","60.109","","57.945","","57.865","","56.162",""
"Jaden","Peach","","983","1983 Mazda RX7","XB","56.352","47.786","6","87","83","","57.614","2","57.35","1","72.778","","56.352","","71.557",""
"Heidi","Halverson","","10","2005 Lotus Elise","C1-SSR","56.536","47.829","8","89","84","","57.106","","56.536","","57.48","1","57.141","","55.85","1"
"David","Chisholm","","168","2008 Audi TT","C1-DS","56.596","45.729","4","74","85","","68.541","","59.439","","60.083","","58.636","DNF","56.596",""
"Cody","Greene","","900","1999 Mazda Miata","Z-ES","57.165","45.274","21","71","86","","62.636","RERUN","58.886","","58.134","","58.287","","57.772","","57.165",""
"Elliott","Steele","","996","2016 BMW m3","C1-BS","57.323","46.890","5","81","87","","66.426","","58.385","","57.323","","58.253","","56.275","1"
"Keng","Thao","","504","2020 Honda Civic SI","N","57.355","57.355","2","100","88","","58.779","1","58.788","","67.65","DNF","59.067","","57.355",""
"Cameron","Reid","","256","1991 Mazda Miata","XB","57.366","48.646","7","90","89","","62.421","","60.341","","60.608","","57.801","","57.366",""
"Brian","Shoultz","","741","2018 Dodge Challenger R/T","N","57.371","57.371","3","101","90","","70.102","1","62.655","","59.95","","60.344","","57.371",""
"Ryan","Johnson","","217","1990 Volkswagen Golf gti","HS","57.493","45.189","1","70","91","","63.106","","61.26","","59.52","","58.784","","57.493",""
"Cody","Balk","","223","2010 Honda Fit","N","57.571","57.571","4","102","92","","61.228","","60.323","","60.144","","59.35","","57.571",""
"Nicolas","Dorschner","","137","2023 Hyundai Elantra N","N","57.924","57.924","5","103","93","true","64.272","1","60.252","","60.261","","59.933","","57.924",""
"Mark","Hagemann","","163","1963 Chevrolet corvette","V","58.078","58.078","3","104","94","","63.233","","62.663","","61.079","","60.597","","58.078",""
"Don","Gettinger","","4","2001 Chevrolet Z-06 Corvette","AS","58.084","47.803","4","88","95","","62.625","","61.595","","59.91","","59.827","","18.319","RERUN","58.084",""
"Andrew","Norman","","226","2010 Mini Cooper s","N","58.159","58.159","6","105","96","","61.15","DNF","57.062","DNF","59.848","","60.082","DNF","58.159",""
"Michael","Serbinenko","","505","2015 Mitsubishi Lancer Evolution X GSR","XA","58.358","49.137","10","92","97","","66.688","","61.515","","58.358","","78.836","DNF","58.484",""
"Tyson","Kuchenmeister","650","650","2010 Pontiac Vibe","HS","58.481","45.966","2","76","98","","60.038","","58.504","1","57.138","1","57.759","1","56.481","1"
"Anthony","Wolfe","","227","2002 Chevrolet Corvette Zo6","N","58.576","58.576","7","106","99","","57.97","DNF","62.357","","60.56","","59.696","","58.576",""
"Aaron","Dicks","","247","2022 Tesla Model 3 performance","N","58.710","58.710","8","107","100","","83.498","DNF","61.572","","58.71","","58.913","","67.194","DNF"
"Gary","Schmidt","","737","2023 Acura Integra","Z-GS","58.821","46.703","22","80","101","","59.478","","58.821","","58.335","1","60.031","","59.181","1"
"Ed","Wildeman","","200","2015 Mini Cooper S","C1-DS","58.946","47.628","7","86","102","","61.878","","61.019","","60.196","","59.54","","58.946",""
"Steven","Hill","","701","2012 Ford Mustang GT","N","59.161","59.161","9","108","103","","66.773","","65.305","DNF","62.378","","60.557","","59.161",""
"Christopher","Stromme","","54","1999 Saab 9-3 Convertible SE","N","59.225","59.225","10","109","104","","60.675","","61.095","1","59.709","","61.048","","59.225",""
"Jeff","Lawrence","","193","2002 Chevrolet Corvette Z06","AS","59.305","48.808","5","91","105","","62.61","","59.305","","60.2","1","61.606","","60.694",""
"Tom","Williams","","922","2014 Ford Mustang Gt","N","59.791","59.791","11","110","106","","70.237","","66.97","1","62.881","2","60.885","","59.791",""
"Kevin","Ceislak","","838","2001 Volkswagen Golf","HS","59.942","47.114","3","84","107","","63.787","","61.77","","60.062","1","61.234","1","57.942","1"
"Joshua","Wilford","","248","2021 Toyota Supra GR","N","59.958","59.958","12","111","108","","66.346","","67.407","","62.371","","62.116","","59.958",""
"Tim","Fischbach","","969","2013 Ford Focus ST","N","60.234","60.234","13","112","109","","65.782","","62.073","","63.191","DNF","60.991","","60.234",""
"Toun","Thao","","715","2016 Infiniti Q50","N","60.307","60.307","14","113","110","","70.374","","60.986","","60.278","1","60.307","","57.682","DNF"
"Matt","Haase","","427","2013 Scion FR-S","N","60.357","60.357","15","114","111","","64.856","","64.1","","62.062","","61.933","","60.357",""
"Iyaji","Adoga","","209","2016 Audi S3","N","61.200","61.200","16","115","112","","62.876","","69.636","2","59.801","3","59.2","1","78.795","2"
"Paul","Devitt","","557","1970 Pontiac Firebird","N","61.247","61.247","17","116","113","","73.512","","66.347","","63.207","","62.633","","61.247",""
"Kari","Gerstner","","450","2014 Ford Fiesta ST","N","61.263","61.263","18","117","114","","65.247","","62.35","","61.51","1","63.603","","61.263",""
"Aaryk","Neubert","","609","2012 Chevrolet Volt","N","61.482","61.482","19","118","115","","64.805","","61.136","1","61.482","","62.155","","33.657","RERUN","63.183","DNF"
"Douglas","Lindman","242","242","1986 Mazda Rx-15","XA","61.556","51.830","11","94","116","","72.689","","67.061","","66.959","","61.556","","63.277",""
"Dennis","OMeara","","611","2011 Chevrolet Corvette","AS","61.942","50.978","6","93","117","","63.853","DNF","64.144","","62.938","1","61.942","","61.219","1"
"Alex","Tahtinen","","952","2009 Chevrolet Corvette","N","62.993","62.993","20","119","118","","76.092","","64.284","","64.713","","65.489","","62.993",""
"John","Beck","","230","2005 Ford mustang gt","N","63.139","63.139","21","120","119","","78.943","DNF","71.667","","69.475","","65.99","","63.139",""
"Thomas","Haider","","104"," Mazda MX-5","N","63.223","63.223","22","121","120","","66.59","","64.618","","65.624","","64.981","","63.223",""
"Shannon","Bros","","270","2017 Toyota 86","N","63.402","63.402","23","122","121","","66.87","","220.263","RERUN","65.06","","66.312","","64.268","","63.402",""
"Logan","Slowinski","","277","2006 Honda Civic","N","63.806","63.806","24","123","122","","67.566","","65.81","","63.806",""
"Landon","Brandt","78","604","1978 Toyota Celica","V","64.893","64.893","4","124","123","","64.893","","100.685","OFF","71.521",""
"Reed","Neubert","","850","2001 Volvo V70","N","64.973","64.973","25","125","124","","75.87","","70.484","","70.021","","71.282","1","64.973",""
"Elynn","Horn","","520","2017 Volkswagen GTI","N","65.836","65.836","26","126","125","","71.563","","66.599","","66.25","","65.836","","64.301","1"
"Victor","Gao","","216","2016 Volkswagen Gti","N","66.175","66.175","27","127","126","","60.175","3","146.658","OFF"
"Jacob","LaPean","","944","1988 Porsche 944","N","66.525","66.525","28","128","127","","74.679","","68.214","","66.525","","68.396","DNF","68.855",""
"Patrick","Olheiser","","299","2004 Chevrolet corvette","STU","67.338","55.890","3","99","128","","70.474","","68.457","","67.579","","67.338","","69.226",""
"Kelly","Devitt","","477","1967 Pontiac LeMans","N","68.754","68.754","29","129","129","","77.472","DNF","78.128","OFF","73.314","DNF","68.754","","68.29","1"
"Justin","Balk","","330","2008 Honda Fit","N","69.190","69.190","30","130","130","","79.792","","77.223","DNF","71.311","","69.442","","69.19",""
"Nate","Mishica","","800","2022 Subaru WRX","N","70.945","70.945","31","131","131","","81.5","DNF","72.442","","68.954","1","73.717","","68.945","1"
"Jeffrey","Anderson","","456","1994 Honda delSol  VTEC","N","75.173","75.173","32","132","132","","79.342","","75.563","DNF","75.173","","75.298","DNF","75.313",""
"Courtney","Moulton","","229","2014 Dodge Charger RT","N","85.097","85.097","33","133","133","","92.732","","85.097","","86.794","","87.185","DNF","88.412",""
"Dan","Nielsen","","411","1988 Chevrolet corvette white","XP","-","-","-","-","-",""
"Brandon","Rowlett","","406","2016 Mazda MX-5 Grey","STR","-","-","-","-","-",""
"Andrew","Deck","","238","2005 Mazda RX8 Grey","INVALID:Z","-","-","-","-","-",""
"Brendan","King","","772","2018 Chevrolet Camaro ZL1 1LE Purple","CAMC","-","-","-","-","-",""
"Tom","Ring","","42","2010 Volkswagen Jetta Titanium Grey","INVALID:Z","-","-","-","-","-",""
"Brian","Ksicinski","","undefined","undefined undefined undefined undefined","INVALID:undefined","-","-","-","-","-",""
"Kyle","Towberman","","333","2020 Mazda MX-5 RF GT-S Black","SSM","-","-","-","-","-",""
"Kirsten","Hall","","243","2019 Hyundai Veloster N Performance Blue","DS","-","-","-","-","-",""
"Thai","Lee","","undefined","undefined undefined undefined undefined","INVALID:undefined","-","-","-","-","-",""
"Mark","Maloney","","310","1984 Toyota Celica ST Red","XB","-","-","-","-","-",""
"Jonathan","Riley","","241","2019 Hyundai Veloster N Performance Blue","DS","-","-","-","-","-",""
"Tony","Starks","","309","2004 Acura TL White","XA","-","-","-","-","-",""
"Courtney","Sampson","","315","2015 Dodge Challenger hellcat Sublime","CAMC","-","-","-","-","-",""
"Chris","King","","774","1969 Chevrolet Camaro SS Purple / White","CAMT","-","-","-","-","-",""
"Dan","Wittek","","399","2003 Nissan 350Z Silver","N","-","-","-","-","-",""
